guest_id,country,loyalty_tier,total_stays,total_spend_eur,avg_lead_time_days,preferred_segment,enrolled_date,email_opt_in
G002735,PRT,Gold,29,3299.23,88,Corporate,2023-08-02,Y
G002736,USA,Silver,10,2942.07,65,Complementary,2023-06-23,Y
G002737,USA,Bronze,3,343.9,90,Groups,2019-05-17,Y
G002738,FRA,Bronze,3,974.99,16,Direct,2016-08-02,N
G002739,PRT,Bronze,2,276.97,51,Complementary,2022-05-21,N
G002740,NLD,Gold,25,2634.07,113,Complementary,2019-10-16,Y
G002741,NLD,Silver,9,1634.16,62,Offline TA/TO,2023-08-28,N
G002742,BRA,Bronze,2,487.92,74,Online TA,2017-03-08,N
G002743,DEU,Silver,4,484.53,24,Complementary,2019-04-05,N
G002744,GBR,Bronze,2,228.68,81,Direct,2023-07-11,N
G002745,DEU,Bronze,3,257.21,68,Complementary,2017-09-23,N
G002746,ITA,Bronze,1,102.31,11,Complementary,2022-11-15,Y
G002747,CHN,Bronze,2,164.81,11,Online TA,2019-07-02,N
G002748,NLD,Silver,5,1628.14,65,Groups,2017-04-12,Y
G002749,GBR,Bronze,3,638.52,83,Online TA,2016-03-17,N
G002750,CHN,Silver,8,1470.31,59,Complementary,2019-05-06,N
G002751,GBR,Silver,10,3166.81,70,Complementary,2016-07-22,N
G002752,CHN,Bronze,1,163.8,49,Offline TA/TO,2021-08-22,Y
G002753,PRT,Platinum,68,5487.99,95,Complementary,2022-07-29,Y
G002754,BRA,Bronze,2,324.26,108,Direct,2018-08-02,Y
G002755,FRA,Silver,10,1362.87,70,Direct,2019-06-30,Y
G002756,BRA,Silver,9,1498.25,115,Complementary,2017-06-08,N
G002757,PRT,Silver,10,3249.1,99,Direct,2021-08-10,Y
G002758,CHN,Silver,8,1834.58,21,Complementary,2015-01-15,N
G002759,ESP,Gold,16,4060.77,49,Complementary,2018-02-15,Y
G002760,ESP,Bronze,3,743.53,13,Offline TA/TO,2022-12-02,Y
G002761,BRA,Silver,7,2015.89,28,Groups,2022-03-17,Y
G002762,ITA,Silver,5,1101.88,116,Groups,2018-05-26,N
G002763,ESP,Gold,25,7884.75,16,Direct,2015-05-29,N
G002764,BRA,Silver,9,2814.7,70,Online TA,2021-10-12,N
G002765,FRA,Silver,5,1408.44,92,Corporate,2021-10-19,Y
G002766,GBR,Bronze,2,569.03,58,Corporate,2019-10-16,N
G002767,FRA,Silver,8,1499.96,91,Groups,2021-01-31,Y
G002768,ITA,Bronze,1,324.63,10,Direct,2023-03-04,N
G002769,FRA,Gold,25,3160.31,30,Corporate,2019-11-06,N
G002770,BRA,Bronze,3,602.51,17,Corporate,2018-08-23,Y
G002771,NLD,Bronze,3,615.68,81,Online TA,2018-07-26,Y
G002772,BRA,Bronze,2,411.02,48,Groups,2020-07-24,N
G002773,CHN,Bronze,3,1017.27,10,Offline TA/TO,2015-05-01,Y
G002774,BRA,Gold,25,8020.61,49,Corporate,2021-03-08,Y
G002775,GBR,Silver,8,1397.98,75,Groups,2019-12-13,Y
G002776,ITA,Silver,8,761.14,106,Direct,2015-01-18,Y
G002777,CHN,Bronze,3,1007.79,113,Corporate,2018-12-02,N
G002778,PRT,Platinum,49,11721.08,22,Direct,2023-03-14,Y
G002779,PRT,Bronze,1,305.62,70,Offline TA/TO,2016-12-01,Y
G002780,FRA,Bronze,3,1046.33,36,Online TA,2019-07-30,Y
G002781,PRT,Gold,11,1379.4,8,Corporate,2022-03-02,Y
G002782,BRA,Bronze,1,324.27,24,Offline TA/TO,2022-11-14,N
G002783,ITA,Bronze,2,536.53,70,Complementary,2016-01-12,N
G002784,USA,Bronze,3,789.41,39,Direct,2023-01-29,N
G002785,DEU,Silver,10,2544.04,54,Online TA,2017-11-07,N
G002786,BRA,Silver,7,1812.43,52,Groups,2017-03-24,N
G002787,BRA,Silver,8,2054.61,87,Online TA,2019-09-02,N
G002788,FRA,Bronze,2,329.12,10,Complementary,2020-03-02,N
G002789,BRA,Bronze,2,291.6,105,Groups,2021-04-16,Y
G002790,BRA,Silver,6,1891.45,83,Complementary,2018-10-13,Y
G002791,ITA,Bronze,3,887.76,99,Direct,2021-09-06,Y
G002792,ESP,Silver,7,656.65,42,Online TA,2023-07-03,Y
G002793,USA,Silver,7,2288.74,25,Groups,2018-07-13,N
G002794,PRT,Silver,9,2086.21,15,Corporate,2016-07-18,N
G002795,PRT,Silver,4,1050.71,45,Offline TA/TO,2015-04-05,Y
G002796,GBR,Platinum,74,10454.98,24,Corporate,2021-09-09,N
G002797,NLD,Silver,9,2543.95,116,Offline TA/TO,2017-02-09,Y
G002798,ITA,Silver,4,578.12,80,Direct,2018-01-30,Y
G002799,BRA,Bronze,1,228.87,30,Complementary,2018-11-09,Y
G002800,CHN,Silver,6,1336.22,98,Complementary,2018-12-04,N
G002801,GBR,Bronze,1,295.51,81,Online TA,2018-08-20,Y
G002802,ESP,Bronze,3,493.26,95,Corporate,2022-11-01,Y
G002803,GBR,Gold,26,5897.59,60,Corporate,2017-03-29,Y
G002804,USA,Bronze,2,520.61,54,Corporate,2023-01-24,Y
G002805,DEU,Silver,4,351.05,74,Direct,2020-09-24,N
G002806,ESP,Bronze,1,194.45,17,Groups,2019-11-03,Y
G002807,BRA,Bronze,1,336.45,102,Corporate,2015-08-31,N
G002808,FRA,Bronze,3,355.7,93,Complementary,2023-02-11,N
G002809,ESP,Bronze,3,1011.34,42,Online TA,2023-09-12,Y
G002810,PRT,Bronze,2,511.11,25,Offline TA/TO,2021-10-25,Y
G002811,ESP,Bronze,2,584.13,20,Online TA,2017-11-11,Y
G002812,NLD,Bronze,2,259.79,15,Direct,2023-01-21,N
G002813,GBR,Bronze,1,132.4,73,Complementary,2017-04-11,N
G002814,FRA,Bronze,3,958.14,92,Groups,2020-06-04,N
G002815,NLD,Bronze,3,570.48,21,Complementary,2020-03-30,Y
G002816,FRA,Bronze,2,275.36,72,Direct,2019-10-17,Y
G002817,NLD,Silver,9,1908.69,26,Online TA,2016-02-06,Y
G002818,USA,Bronze,1,138.81,62,Corporate,2016-04-11,Y
G002819,DEU,Bronze,3,240.79,51,Groups,2023-04-22,Y
G002820,PRT,Bronze,1,165.8,110,Online TA,2015-01-25,Y
G002821,CHN,Silver,9,2081.92,85,Direct,2017-05-22,N
G002822,USA,Silver,5,1079.05,104,Corporate,2015-07-13,Y
G002823,USA,Silver,6,922.49,93,Offline TA/TO,2018-05-03,Y
G002824,GBR,Silver,5,1131.3,12,Direct,2017-09-24,Y
G002825,DEU,Bronze,1,145.79,55,Direct,2016-02-16,N
G002826,FRA,Bronze,1,257.53,53,Online TA,2016-12-12,Y
G002827,BRA,Silver,5,1106.01,35,Corporate,2015-02-07,Y
G002828,BRA,Silver,9,3126.57,83,Direct,2020-03-23,N
G002829,ITA,Silver,7,640.78,23,Direct,2017-11-18,Y
G002830,DEU,Silver,4,788.4,78,Offline TA/TO,2023-11-28,Y
G002831,ESP,Silver,8,865.07,65,Direct,2020-12-07,N
G002832,DEU,Bronze,1,248.0,53,Offline TA/TO,2019-01-28,N
G002833,GBR,Silver,8,1371.01,83,Online TA,2020-02-01,N
G002834,CHN,Bronze,1,265.79,71,Corporate,2023-05-31,Y
G002835,BRA,Gold,22,2392.92,104,Corporate,2023-09-15,N
G002836,GBR,Silver,6,816.11,32,Groups,2020-11-19,N
G002837,DEU,Silver,5,1327.98,92,Corporate,2015-10-09,N
G002838,ESP,Bronze,2,389.1,7,Offline TA/TO,2022-08-17,Y
G002839,GBR,Bronze,2,254.02,54,Online TA,2018-04-25,Y
G002840,BRA,Bronze,2,639.07,40,Corporate,2015-04-22,N
G002841,USA,Bronze,2,480.3,9,Online TA,2019-03-26,Y
G002842,ESP,Bronze,2,528.77,58,Complementary,2017-07-18,Y
G002843,FRA,Silver,5,1292.78,68,Direct,2019-04-20,N
G002844,FRA,Silver,4,373.87,81,Direct,2015-12-02,N
G002845,ESP,Bronze,3,340.5,9,Direct,2021-01-06,Y
G002846,USA,Bronze,3,926.87,49,Complementary,2020-01-10,N
G002847,PRT,Gold,29,7208.13,47,Online TA,2016-07-06,Y
G002848,BRA,Bronze,1,293.44,52,Groups,2023-04-10,Y
G002849,USA,Silver,9,1771.38,34,Complementary,2023-12-25,N
G002850,FRA,Bronze,1,303.85,83,Corporate,2019-02-10,N
G002851,DEU,Bronze,1,193.01,84,Corporate,2017-06-11,N
G002852,NLD,Gold,13,2884.7,89,Groups,2021-07-25,Y
G002853,PRT,Bronze,1,286.17,70,Direct,2019-10-11,N
G002854,ESP,Bronze,3,555.1,60,Direct,2023-12-31,Y
G002855,PRT,Bronze,3,456.89,103,Direct,2018-06-25,Y
G002856,ITA,Bronze,3,847.29,73,Offline TA/TO,2020-08-24,Y
G002857,DEU,Bronze,2,242.7,100,Online TA,2021-10-08,Y
G002858,DEU,Bronze,2,396.49,15,Groups,2022-11-09,Y
G002859,FRA,Bronze,1,314.26,20,Complementary,2017-01-16,Y
G002860,NLD,Bronze,1,142.98,40,Offline TA/TO,2017-11-23,Y
G002861,GBR,Gold,28,4646.64,47,Corporate,2017-06-10,Y
G002862,ITA,Silver,10,2207.55,106,Groups,2015-07-08,N
G002863,DEU,Silver,6,1233.0,100,Direct,2021-04-22,Y
G002864,GBR,Silver,7,1790.11,60,Corporate,2020-09-12,Y
G002865,BRA,Bronze,1,131.87,64,Direct,2020-05-12,Y
G002866,FRA,Bronze,3,812.14,46,Online TA,2022-04-18,Y
G002867,CHN,Silver,10,2658.53,119,Complementary,2017-07-29,Y
G002868,PRT,Bronze,1,164.42,19,Groups,2016-02-14,N
G002869,PRT,Bronze,1,121.93,27,Complementary,2018-02-18,Y
G002870,ITA,Gold,30,5957.67,96,Direct,2016-04-28,N
G002871,NLD,Silver,7,1717.98,43,Direct,2018-06-19,N
G002872,USA,Bronze,3,966.78,11,Offline TA/TO,2018-06-28,Y
G002873,FRA,Bronze,2,434.63,56,Direct,2022-06-26,Y
G002874,FRA,Bronze,1,246.46,102,Groups,2021-08-28,Y
G002875,BRA,Bronze,1,272.0,81,Complementary,2019-10-01,Y
G002876,GBR,Silver,6,1350.36,79,Offline TA/TO,2016-01-16,Y
G002877,ESP,Silver,10,3056.59,107,Offline TA/TO,2016-06-03,N
G002878,FRA,Silver,6,1167.92,72,Complementary,2017-02-08,N
G002879,ESP,Bronze,1,225.48,37,Offline TA/TO,2017-05-04,N
G002880,DEU,Bronze,3,971.05,100,Direct,2020-09-10,N
G002881,CHN,Silver,10,1567.55,29,Corporate,2021-12-15,Y
G002882,PRT,Silver,4,540.54,80,Offline TA/TO,2016-10-30,N
G002883,NLD,Silver,10,2337.16,118,Corporate,2018-03-06,N
G002884,DEU,Bronze,3,505.79,65,Direct,2021-02-28,Y
G002885,CHN,Bronze,3,461.91,72,Corporate,2017-05-19,N
G002886,CHN,Platinum,82,21326.54,62,Corporate,2020-01-18,N
G002887,PRT,Bronze,2,538.15,118,Corporate,2021-07-21,Y
G002888,ESP,Bronze,2,203.63,109,Groups,2017-12-03,N
G002889,ITA,Bronze,2,393.35,7,Complementary,2018-10-19,Y
G002890,DEU,Silver,7,1286.44,40,Groups,2023-02-10,Y
G002891,ITA,Bronze,3,706.14,9,Offline TA/TO,2018-08-20,Y
G002892,DEU,Silver,7,1475.65,12,Online TA,2022-12-26,N
G002893,CHN,Gold,13,3958.35,82,Online TA,2018-09-18,N
G002894,ESP,Bronze,1,95.04,75,Offline TA/TO,2022-11-30,N
G002895,GBR,Bronze,1,218.82,87,Corporate,2023-07-13,Y
G002896,PRT,Silver,8,2496.42,92,Corporate,2017-03-13,N
G002897,FRA,Silver,4,1151.36,63,Groups,2021-06-25,N
G002898,DEU,Silver,10,804.14,89,Groups,2019-02-19,Y
G002899,USA,Gold,25,5538.22,13,Online TA,2019-05-06,N
G002900,DEU,Bronze,1,148.51,34,Complementary,2021-09-03,N
G002901,GBR,Bronze,3,325.01,93,Online TA,2017-03-14,Y
G002902,PRT,Bronze,3,818.39,64,Online TA,2016-05-23,N
G002903,BRA,Bronze,2,253.45,120,Online TA,2019-05-09,Y
G002904,CHN,Gold,21,4568.53,120,Groups,2020-06-23,N
G002905,ESP,Bronze,2,529.43,43,Groups,2022-12-29,N
G002906,DEU,Bronze,2,564.95,119,Direct,2023-06-13,Y
G002907,DEU,Bronze,2,311.95,118,Online TA,2015-04-03,N
G002908,DEU,Bronze,2,349.4,18,Direct,2018-07-22,N
G002909,PRT,Silver,10,2479.37,107,Direct,2022-03-20,Y
G002910,ITA,Silver,9,1625.42,99,Groups,2016-09-06,Y
G002911,ITA,Silver,6,1331.04,90,Complementary,2019-09-28,N
G002912,PRT,Bronze,1,196.06,87,Complementary,2022-07-11,Y
G002913,NLD,Gold,25,7774.4,101,Direct,2015-10-15,Y
G002914,NLD,Silver,8,808.04,95,Groups,2020-08-17,N
G002915,ITA,Gold,28,7402.33,71,Online TA,2023-05-26,N
G002916,DEU,Silver,7,1149.6,67,Corporate,2019-10-08,Y
G002917,DEU,Silver,7,1824.28,99,Corporate,2023-03-22,N
G002918,PRT,Bronze,3,813.62,101,Offline TA/TO,2022-12-26,Y
G002919,NLD,Bronze,2,169.06,15,Offline TA/TO,2023-01-21,Y
G002920,FRA,Silver,5,1175.24,70,Corporate,2018-03-16,Y
G002921,FRA,Bronze,2,388.06,15,Offline TA/TO,2015-08-13,N
G002922,USA,Bronze,1,88.7,46,Corporate,2017-09-24,Y
G002923,DEU,Silver,6,1030.13,65,Offline TA/TO,2018-05-23,Y
G002924,FRA,Bronze,2,215.68,99,Online TA,2023-10-13,N
G002925,USA,Silver,4,766.71,68,Offline TA/TO,2016-01-27,Y
G002926,PRT,Bronze,1,262.07,25,Offline TA/TO,2020-10-06,N
G002927,ITA,Bronze,2,599.95,33,Groups,2020-11-29,N
G002928,NLD,Silver,4,691.23,110,Groups,2015-08-26,N
G002929,CHN,Silver,10,3422.04,55,Offline TA/TO,2019-01-18,Y
G002930,ESP,Bronze,2,276.17,116,Direct,2021-08-03,Y
G002931,ESP,Bronze,3,833.2,75,Direct,2017-11-23,N
G002932,FRA,Bronze,1,164.17,20,Complementary,2021-10-27,N
G002933,GBR,Silver,10,3069.12,29,Direct,2020-10-10,N
G002934,BRA,Bronze,1,159.85,18,Online TA,2017-10-18,Y
G002935,GBR,Bronze,3,927.67,48,Online TA,2015-06-09,Y
G002936,GBR,Bronze,2,398.11,92,Complementary,2016-02-13,Y
G002937,ITA,Silver,7,1814.29,47,Corporate,2019-07-25,N
G002938,FRA,Bronze,2,582.87,83,Groups,2016-02-07,Y
G002939,PRT,Bronze,3,516.41,60,Offline TA/TO,2022-09-04,Y
G002940,GBR,Gold,14,2705.15,95,Complementary,2019-04-16,N
G002941,FRA,Silver,4,1007.36,92,Offline TA/TO,2016-07-02,Y
G002942,GBR,Bronze,1,121.03,88,Corporate,2018-12-28,N
G002943,PRT,Bronze,2,675.49,74,Online TA,2022-01-30,N
G002944,ESP,Bronze,3,519.66,24,Complementary,2023-12-20,N
G002945,FRA,Bronze,1,269.93,25,Direct,2015-07-10,N
G002946,DEU,Gold,21,5847.54,110,Online TA,2021-03-29,N
G002947,FRA,Gold,22,3513.73,98,Direct,2018-09-18,Y
G002948,BRA,Silver,9,758.72,12,Offline TA/TO,2021-03-12,Y
G002949,DEU,Bronze,1,291.46,120,Corporate,2017-12-15,N
G002950,NLD,Platinum,74,6752.33,9,Offline TA/TO,2015-12-08,N
G002951,BRA,Bronze,3,315.95,49,Complementary,2018-12-22,N
G002952,CHN,Gold,28,6253.17,63,Complementary,2019-04-10,N
G002953,PRT,Bronze,3,406.86,60,Complementary,2016-06-08,Y
G002954,PRT,Gold,14,3221.73,42,Corporate,2021-08-10,N
G002955,PRT,Silver,4,551.46,33,Offline TA/TO,2016-05-11,N
G002956,NLD,Gold,21,4855.88,44,Offline TA/TO,2015-10-28,Y
G002957,USA,Bronze,3,429.02,23,Groups,2017-09-07,N
G002958,NLD,Gold,26,6570.03,49,Complementary,2017-06-24,Y
G002959,CHN,Silver,7,2193.96,58,Complementary,2020-12-05,N
G002960,CHN,Gold,15,2688.62,91,Online TA,2016-10-12,Y
G002961,ESP,Silver,10,1389.5,54,Online TA,2015-06-20,N
G002962,BRA,Gold,24,6634.16,69,Corporate,2022-03-02,N
G002963,ESP,Silver,7,2075.23,68,Offline TA/TO,2023-03-26,N
G002964,ITA,Silver,7,709.97,88,Online TA,2015-11-29,N
G002965,NLD,Bronze,2,658.83,69,Offline TA/TO,2021-01-10,N
G002966,BRA,Platinum,68,23262.65,94,Online TA,2019-10-22,N
G002967,ITA,Bronze,1,194.59,35,Offline TA/TO,2021-11-16,N
G002968,GBR,Bronze,2,327.77,85,Corporate,2019-12-10,N
G002969,CHN,Bronze,3,524.28,111,Online TA,2015-09-07,Y
G002970,ITA,Bronze,1,284.82,80,Corporate,2022-04-25,Y
G002971,CHN,Bronze,2,311.61,108,Complementary,2017-05-30,N
G002972,PRT,Silver,5,953.78,79,Complementary,2020-10-30,N
G002973,DEU,Bronze,3,1026.37,8,Online TA,2017-03-16,N
G002974,ESP,Silver,10,1984.31,54,Groups,2019-06-23,N
G002975,BRA,Platinum,72,10838.01,119,Direct,2018-11-14,Y
G002976,DEU,Silver,4,843.32,102,Corporate,2022-02-05,Y
G002977,DEU,Bronze,1,186.67,86,Groups,2015-09-15,Y
G002978,FRA,Silver,9,1713.31,109,Groups,2019-02-01,Y
G002979,PRT,Bronze,1,230.41,93,Corporate,2020-02-03,N
G002980,BRA,Gold,13,2395.83,40,Online TA,2021-10-23,N
G002981,PRT,Bronze,3,846.19,64,Groups,2021-11-01,Y
G002982,GBR,Gold,29,7073.98,65,Corporate,2019-03-15,N
G002983,DEU,Bronze,3,317.74,84,Online TA,2018-10-20,Y
G002984,ESP,Silver,6,768.11,73,Complementary,2018-10-09,N
G002985,NLD,Bronze,2,581.27,11,Corporate,2015-03-18,N
G002986,DEU,Bronze,3,757.3,35,Corporate,2021-01-08,N
G002987,PRT,Silver,6,2020.21,113,Groups,2017-12-24,Y
G002988,ITA,Bronze,3,520.08,82,Corporate,2020-03-26,Y
G002989,DEU,Platinum,46,15475.85,66,Corporate,2017-07-25,N
G002990,USA,Silver,5,1337.22,24,Online TA,2018-12-14,N
G002991,ITA,Bronze,3,324.13,41,Complementary,2023-03-15,N
G002992,NLD,Bronze,2,412.5,92,Offline TA/TO,2016-09-13,Y
G002993,NLD,Gold,22,5042.96,107,Offline TA/TO,2020-06-13,N
G002994,FRA,Gold,14,2641.27,107,Groups,2023-09-03,N
G002995,ESP,Silver,10,1252.64,101,Complementary,2022-05-07,N
G002996,NLD,Bronze,2,295.88,63,Complementary,2023-01-13,Y
G002997,ESP,Bronze,2,549.0,44,Direct,2021-03-27,N
G002998,USA,Silver,6,1634.85,43,Offline TA/TO,2023-01-03,N
G002999,GBR,Bronze,2,214.42,65,Offline TA/TO,2021-11-27,Y
G003000,BRA,Silver,10,2824.2,65,Groups,2023-11-13,N
G003001,ITA,Silver,8,2679.38,47,Complementary,2016-02-05,N
G003002,NLD,Gold,22,5707.62,61,Corporate,2019-07-04,Y
G003003,ITA,Bronze,1,349.96,119,Complementary,2023-12-03,N
G003004,FRA,Silver,7,669.23,24,Groups,2021-01-14,Y
G003005,ESP,Bronze,1,301.47,85,Direct,2015-11-01,N
G003006,DEU,Bronze,3,638.92,85,Online TA,2019-11-06,N
G003007,GBR,Gold,26,5180.24,95,Offline TA/TO,2020-10-31,Y
G003008,ESP,Bronze,3,785.57,109,Offline TA/TO,2023-09-07,N
G003009,CHN,Gold,15,4538.67,29,Offline TA/TO,2017-01-13,N
G003010,GBR,Bronze,3,813.11,25,Groups,2023-07-25,N
G003011,ESP,Bronze,3,784.5,108,Online TA,2015-11-06,N
G003012,GBR,Silver,6,613.83,81,Corporate,2023-11-09,Y
G003013,ITA,Gold,20,6874.43,64,Offline TA/TO,2022-01-21,N
G003014,ITA,Bronze,2,362.38,42,Offline TA/TO,2015-11-09,Y
G003015,USA,Silver,8,1101.87,31,Groups,2015-03-16,N
G003016,ESP,Bronze,1,266.3,63,Complementary,2019-10-23,N
G003017,DEU,Silver,10,3335.57,55,Complementary,2016-07-05,Y
G003018,ITA,Bronze,1,133.55,41,Direct,2016-02-04,Y
G003019,PRT,Bronze,1,83.08,72,Corporate,2023-09-21,N
G003020,USA,Gold,12,4172.09,62,Direct,2021-02-04,Y
G003021,BRA,Silver,5,403.49,90,Corporate,2022-09-23,Y
G003022,CHN,Silver,4,365.14,74,Groups,2019-06-05,Y
G003023,FRA,Silver,8,736.59,56,Offline TA/TO,2022-05-04,N
G003024,NLD,Silver,8,1284.78,85,Direct,2019-07-02,Y
G003025,DEU,Bronze,3,553.39,108,Groups,2015-05-16,N
G003026,GBR,Silver,6,1799.25,97,Groups,2020-01-20,Y
G003027,CHN,Bronze,1,130.71,25,Groups,2019-05-22,N
G003028,ESP,Platinum,46,15612.21,15,Groups,2017-10-16,N
G003029,GBR,Silver,5,589.8,61,Groups,2023-03-30,Y
G003030,FRA,Silver,7,1532.21,117,Groups,2017-08-07,Y
G003031,ESP,Silver,8,2427.52,94,Groups,2022-03-01,Y
G003032,USA,Bronze,2,619.69,46,Offline TA/TO,2017-11-05,N
G003033,FRA,Silver,9,783.18,101,Direct,2018-05-31,Y
G003034,NLD,Gold,28,3671.85,49,Offline TA/TO,2020-10-03,N
G003035,USA,Silver,5,534.95,17,Corporate,2022-11-04,Y
G003036,NLD,Bronze,2,650.08,45,Direct,2016-06-14,N
G003037,BRA,Gold,11,1156.87,39,Groups,2017-08-07,N
G003038,CHN,Bronze,2,222.26,65,Corporate,2020-02-17,N
G003039,ESP,Gold,12,2216.39,46,Offline TA/TO,2022-05-11,N
G003040,USA,Silver,10,2525.44,104,Online TA,2015-07-02,Y
G003041,USA,Bronze,2,340.0,40,Offline TA/TO,2016-04-21,Y
G003042,USA,Bronze,2,538.49,99,Online TA,2016-04-24,Y
G003043,PRT,Platinum,68,8417.95,65,Groups,2023-09-28,N
G003044,GBR,Gold,26,7920.32,20,Direct,2020-06-05,N
G003045,USA,Bronze,2,385.9,26,Groups,2021-05-04,N
G003046,ITA,Bronze,2,319.86,41,Complementary,2015-04-12,Y
G003047,ITA,Silver,8,1781.4,101,Corporate,2015-02-16,N
G003048,BRA,Bronze,3,986.96,15,Online TA,2020-10-28,Y
G003049,USA,Gold,12,3821.41,63,Groups,2019-03-15,N
G003050,ESP,Bronze,3,356.9,70,Corporate,2021-08-10,Y
G003051,ESP,Gold,13,4361.7,52,Direct,2016-06-16,N
G003052,FRA,Bronze,3,677.11,43,Online TA,2016-11-02,Y
G003053,ESP,Bronze,1,246.53,39,Offline TA/TO,2019-04-02,Y
G003054,PRT,Silver,4,1084.34,58,Groups,2018-11-09,Y
G003055,NLD,Bronze,2,580.41,46,Direct,2016-07-13,N
G003056,DEU,Bronze,3,876.23,39,Groups,2021-03-26,N
G003057,NLD,Bronze,2,217.58,87,Groups,2023-10-14,Y
G003058,PRT,Bronze,2,445.88,48,Online TA,2019-12-24,N
G003059,USA,Silver,5,1480.96,78,Corporate,2021-03-05,N
G003060,NLD,Silver,9,1275.7,23,Online TA,2016-05-16,Y
G003061,BRA,Gold,13,3006.24,33,Groups,2023-09-13,Y
G003062,CHN,Silver,8,984.48,70,Online TA,2023-12-11,Y
G003063,FRA,Bronze,1,295.24,80,Direct,2020-04-25,N
G003064,FRA,Bronze,1,132.57,76,Groups,2020-09-05,Y
G003065,USA,Bronze,1,128.28,46,Offline TA/TO,2022-09-05,Y
G003066,USA,Bronze,1,102.21,53,Offline TA/TO,2019-02-10,N
G003067,GBR,Bronze,2,515.62,14,Offline TA/TO,2019-07-21,N
G003068,BRA,Bronze,2,351.98,94,Complementary,2021-05-28,N
G003069,BRA,Bronze,1,314.28,14,Corporate,2020-12-29,N
G003070,ITA,Bronze,3,250.85,71,Corporate,2016-08-03,Y
G003071,GBR,Silver,7,1365.6,117,Offline TA/TO,2018-10-06,N
G003072,DEU,Platinum,82,17307.34,101,Complementary,2020-12-17,N
G003073,PRT,Silver,8,846.61,99,Direct,2021-05-05,N
G003074,ITA,Bronze,2,493.41,16,Groups,2016-06-19,Y
G003075,ESP,Bronze,3,342.33,97,Online TA,2021-05-03,N
G003076,CHN,Gold,17,4047.4,27,Groups,2016-02-27,N
G003077,ESP,Silver,6,605.27,109,Groups,2022-03-30,N
G003078,USA,Bronze,3,510.74,45,Complementary,2016-03-29,N
G003079,FRA,Gold,25,5934.06,56,Online TA,2018-11-17,Y
G003080,NLD,Silver,5,805.51,108,Corporate,2023-02-28,N
G003081,DEU,Bronze,3,379.2,45,Online TA,2022-02-15,N
G003082,FRA,Bronze,2,440.2,84,Corporate,2019-01-22,N
G003083,PRT,Bronze,2,642.94,113,Online TA,2021-11-17,Y
G003084,FRA,Silver,6,1517.95,44,Corporate,2021-07-08,N
G003085,GBR,Platinum,67,5531.56,60,Complementary,2018-12-22,N
G003086,FRA,Bronze,2,378.98,23,Offline TA/TO,2017-12-07,Y
G003087,GBR,Gold,30,2829.72,98,Offline TA/TO,2022-01-22,Y
G003088,GBR,Gold,15,2178.99,103,Corporate,2017-01-25,Y
G003089,PRT,Bronze,1,193.7,119,Direct,2022-02-10,Y
G003090,NLD,Silver,8,2754.41,74,Complementary,2018-01-22,N
G003091,ITA,Gold,29,7310.62,85,Corporate,2022-09-04,N
G003092,ESP,Gold,26,8980.23,117,Groups,2015-03-23,Y
G003093,ESP,Bronze,1,276.72,58,Offline TA/TO,2015-02-13,Y
G003094,PRT,Silver,8,1881.24,62,Offline TA/TO,2020-01-31,N
G003095,USA,Bronze,3,605.8,38,Complementary,2022-11-30,N
G003096,GBR,Bronze,3,759.45,58,Groups,2020-07-11,Y
G003097,DEU,Silver,4,1346.39,80,Online TA,2021-12-22,Y
G003098,DEU,Bronze,1,238.62,47,Online TA,2023-04-17,Y
G003099,ESP,Silver,6,1239.47,49,Corporate,2017-03-22,Y
G003100,USA,Gold,18,1535.71,36,Offline TA/TO,2018-10-26,Y
G003101,BRA,Silver,5,1730.78,46,Direct,2017-01-02,Y
G003102,USA,Bronze,2,362.13,27,Direct,2017-09-17,Y
G003103,FRA,Bronze,2,227.78,48,Direct,2015-04-27,N
G003104,PRT,Silver,6,1871.9,109,Groups,2017-12-28,Y
G003105,GBR,Bronze,1,186.18,17,Groups,2021-12-17,Y
G003106,CHN,Bronze,2,333.2,109,Direct,2020-06-14,Y
G003107,ESP,Silver,10,1743.1,100,Complementary,2018-06-24,N
G003108,USA,Gold,26,4418.93,116,Offline TA/TO,2019-01-06,N
G003109,FRA,Gold,18,6099.73,42,Corporate,2017-10-04,Y
G003110,GBR,Gold,24,7398.04,92,Complementary,2021-01-06,N
G003111,PRT,Gold,18,2078.72,65,Corporate,2015-10-27,N
G003112,ITA,Bronze,1,215.26,92,Complementary,2019-09-17,N
G003113,BRA,Bronze,1,267.04,10,Groups,2015-06-22,Y
G003114,ESP,Bronze,1,309.39,83,Online TA,2020-06-11,Y
G003115,BRA,Silver,4,1028.96,38,Groups,2020-11-12,Y
G003116,ITA,Bronze,3,311.76,60,Groups,2015-07-07,N
G003117,CHN,Silver,8,2785.44,75,Online TA,2019-04-07,N
G003118,FRA,Bronze,1,272.92,112,Direct,2023-02-13,Y
G003119,ITA,Silver,7,1425.81,60,Offline TA/TO,2015-03-14,N
G003120,BRA,Silver,9,1259.33,84,Corporate,2020-11-01,N
G003121,GBR,Bronze,2,382.29,40,Corporate,2020-05-23,N
G003122,USA,Silver,7,1926.88,54,Direct,2021-04-17,N
G003123,PRT,Silver,4,702.67,51,Complementary,2021-10-24,N
G003124,USA,Gold,18,3888.37,33,Groups,2016-08-23,Y
