feedback_id,guest_id,hotel_type,package_name,stay_date,nps_score,checkin_satisfaction,room_satisfaction,food_satisfaction,value_for_money,would_return,booking_channel
FB0003222,G001229,Resort Hotel,Full Board,2017-08-06,8,3,5,5,1,Y,TA/TO
FB0003223,G003051,Resort Hotel,Half Board,2016-07-04,7,4,2,5,4,Maybe,TA/TO
FB0003224,G003007,City Hotel,Standard,2017-06-09,7,3,1,1,3,Y,GDS
FB0003225,G000610,Resort Hotel,Full Board,2017-08-04,3,1,1,1,2,Y,Direct
FB0003226,G002794,City Hotel,Breakfast Included,2017-05-05,7,1,4,2,5,N,Direct
FB0003227,G002289,Resort Hotel,Breakfast Included,2017-01-14,7,5,2,4,1,Maybe,TA/TO
FB0003228,G001209,Resort Hotel,Standard,2017-07-07,8,3,3,5,2,Maybe,Direct
FB0003229,G003308,City Hotel,Half Board,2016-10-19,9,2,4,1,1,Maybe,TA/TO
FB0003230,G001718,Resort Hotel,Standard,2015-11-06,4,2,5,2,4,Y,GDS
FB0003231,G003113,Resort Hotel,Premium All-Inclusive,2017-01-02,10,3,3,5,4,Maybe,GDS
FB0003232,G001986,City Hotel,Premium All-Inclusive,2016-10-05,6,2,2,1,4,Y,GDS
FB0003233,G000253,Resort Hotel,Premium All-Inclusive,2015-12-12,10,3,2,3,5,Maybe,GDS
FB0003234,G004675,City Hotel,Full Board,2015-11-08,7,4,3,2,3,Y,Direct
FB0003235,G000138,City Hotel,Half Board,2016-04-19,2,5,1,3,1,Maybe,TA/TO
FB0003236,G002336,Resort Hotel,Breakfast Included,2015-08-28,5,4,2,3,1,Maybe,Direct
FB0003237,G004656,City Hotel,Full Board,2016-06-16,8,2,4,1,4,N,Direct
FB0003238,G002093,City Hotel,Half Board,2016-12-17,10,2,2,5,4,Y,Direct
FB0003239,G000556,City Hotel,Breakfast Included,2016-09-12,9,1,2,5,5,Maybe,Direct
FB0003240,G001270,City Hotel,Breakfast Included,2017-02-20,8,4,3,3,3,Y,Direct
FB0003241,G003827,Resort Hotel,Breakfast Included,2017-04-27,8,1,4,5,4,N,Direct
FB0003242,G003305,Resort Hotel,Full Board,2016-04-21,8,2,1,4,1,N,GDS
FB0003243,G001895,Resort Hotel,Standard,2017-05-21,8,2,2,2,1,Y,TA/TO
FB0003244,G004780,Resort Hotel,Premium All-Inclusive,2015-10-28,5,4,1,3,3,Y,Direct
FB0003245,G000829,City Hotel,Standard,2016-07-21,10,3,4,3,5,Maybe,GDS
FB0003246,G003291,Resort Hotel,Full Board,2016-05-08,7,3,3,1,3,N,GDS
FB0003247,G004660,Resort Hotel,Standard,2016-02-23,5,3,3,5,2,Maybe,GDS
FB0003248,G004389,Resort Hotel,Standard,2017-07-29,9,1,1,3,3,Maybe,GDS
FB0003249,G003062,City Hotel,Full Board,2017-06-03,6,3,2,3,2,N,GDS
FB0003250,G001235,City Hotel,Breakfast Included,2017-04-30,5,2,4,1,2,Maybe,GDS
FB0003251,G004595,City Hotel,Half Board,2016-05-26,7,4,5,4,2,Y,GDS
FB0003252,G000294,City Hotel,Breakfast Included,2016-12-14,8,4,4,1,1,Y,TA/TO
FB0003253,G003661,Resort Hotel,Premium All-Inclusive,2016-01-22,10,2,5,4,4,Maybe,TA/TO
FB0003254,G001997,Resort Hotel,Half Board,2017-06-19,8,1,5,5,5,N,GDS
FB0003255,G000875,Resort Hotel,Premium All-Inclusive,2015-12-10,4,5,4,5,5,Y,TA/TO
FB0003256,G004560,Resort Hotel,Breakfast Included,2016-06-18,4,3,1,1,5,Y,GDS
FB0003257,G003466,Resort Hotel,Full Board,2016-02-27,2,5,1,3,5,Maybe,Direct
FB0003258,G000754,City Hotel,Premium All-Inclusive,2017-07-18,9,2,4,3,4,Y,Direct
FB0003259,G000999,City Hotel,Standard,2016-07-09,7,4,2,1,1,Y,TA/TO
FB0003260,G002192,Resort Hotel,Premium All-Inclusive,2016-06-14,8,5,2,5,2,Maybe,Direct
FB0003261,G002049,City Hotel,Breakfast Included,2015-10-15,9,4,4,4,5,N,GDS
FB0003262,G002166,Resort Hotel,Premium All-Inclusive,2015-09-28,10,5,1,1,1,N,GDS
FB0003263,G004703,Resort Hotel,Breakfast Included,2017-05-02,9,4,2,1,3,Y,TA/TO
FB0003264,G000572,City Hotel,Standard,2016-11-28,9,3,1,5,2,Y,TA/TO
FB0003265,G003365,City Hotel,Standard,2016-11-05,5,3,5,5,4,Y,GDS
FB0003266,G003619,City Hotel,Full Board,2015-10-25,7,3,1,1,4,Y,GDS
FB0003267,G002804,City Hotel,Premium All-Inclusive,2016-03-18,8,4,5,4,2,Maybe,TA/TO
FB0003268,G004112,City Hotel,Standard,2016-11-18,4,5,3,4,1,N,TA/TO
FB0003269,G004902,City Hotel,Premium All-Inclusive,2016-11-20,9,1,1,3,5,Y,TA/TO
FB0003270,G001386,Resort Hotel,Standard,2015-07-29,9,2,4,3,4,N,TA/TO
FB0003271,G003261,City Hotel,Full Board,2017-07-29,8,1,3,2,4,Y,Direct
FB0003272,G002826,Resort Hotel,Full Board,2016-01-18,10,3,4,4,5,Maybe,Direct
FB0003273,G002615,City Hotel,Standard,2016-09-14,9,1,4,3,5,N,TA/TO
FB0003274,G001769,Resort Hotel,Premium All-Inclusive,2016-12-08,10,2,5,4,5,N,GDS
FB0003275,G000919,Resort Hotel,Premium All-Inclusive,2016-08-13,10,5,1,3,3,N,GDS
FB0003276,G001855,City Hotel,Standard,2017-06-27,5,2,3,5,5,Y,GDS
FB0003277,G004003,Resort Hotel,Breakfast Included,2015-11-09,10,3,5,5,1,N,TA/TO
FB0003278,G002625,Resort Hotel,Full Board,2016-06-03,9,5,2,4,2,N,TA/TO
FB0003279,G000192,Resort Hotel,Breakfast Included,2015-10-26,7,5,2,5,3,Y,GDS
FB0003280,G004292,Resort Hotel,Standard,2015-07-19,6,5,1,1,4,Y,GDS
FB0003281,G000108,Resort Hotel,Full Board,2016-08-12,10,3,1,5,2,Maybe,Direct
FB0003282,G000430,City Hotel,Breakfast Included,2017-05-20,8,4,2,2,5,N,Direct
FB0003283,G004924,City Hotel,Premium All-Inclusive,2016-05-20,9,2,4,4,2,Y,TA/TO
FB0003284,G002889,Resort Hotel,Breakfast Included,2015-09-16,9,4,4,2,1,N,GDS
FB0003285,G003326,City Hotel,Breakfast Included,2017-03-15,7,4,5,1,2,N,Direct
FB0003286,G002303,City Hotel,Premium All-Inclusive,2017-03-20,10,5,2,2,5,Maybe,TA/TO
FB0003287,G001701,Resort Hotel,Breakfast Included,2017-02-17,3,3,4,1,4,Maybe,Direct
FB0003288,G000420,City Hotel,Standard,2015-07-29,8,4,3,3,1,N,TA/TO
FB0003289,G003312,Resort Hotel,Premium All-Inclusive,2016-05-09,9,5,4,3,5,Maybe,Direct
FB0003290,G000797,City Hotel,Breakfast Included,2017-05-18,8,2,1,3,4,Y,TA/TO
FB0003291,G000053,City Hotel,Breakfast Included,2017-06-18,7,1,4,2,2,Maybe,GDS
FB0003292,G002368,Resort Hotel,Premium All-Inclusive,2016-02-24,10,1,1,5,5,Y,Direct
FB0003293,G004266,City Hotel,Half Board,2016-08-20,3,2,2,4,2,Maybe,TA/TO
FB0003294,G003920,City Hotel,Half Board,2015-10-14,6,5,4,4,1,Maybe,GDS
FB0003295,G001307,Resort Hotel,Half Board,2017-04-29,5,1,2,4,4,Maybe,TA/TO
FB0003296,G001673,City Hotel,Standard,2017-04-18,8,2,5,5,4,N,GDS
FB0003297,G004717,City Hotel,Breakfast Included,2017-02-11,3,4,3,1,2,Maybe,Direct
FB0003298,G000586,Resort Hotel,Premium All-Inclusive,2016-06-18,9,4,4,2,3,Y,TA/TO
FB0003299,G001433,City Hotel,Premium All-Inclusive,2017-06-10,10,3,4,2,1,Y,TA/TO
FB0003300,G002157,City Hotel,Breakfast Included,2016-09-30,6,5,5,2,3,Y,TA/TO
FB0003301,G001773,Resort Hotel,Breakfast Included,2016-09-02,7,1,4,1,5,Y,Direct
FB0003302,G003964,City Hotel,Half Board,2017-07-20,6,2,4,2,2,Y,TA/TO
FB0003303,G003020,City Hotel,Premium All-Inclusive,2017-03-21,1,1,3,1,4,N,TA/TO
FB0003304,G004860,Resort Hotel,Premium All-Inclusive,2015-11-13,6,4,5,4,4,Y,GDS
FB0003305,G001956,Resort Hotel,Half Board,2015-09-04,9,2,2,3,5,Maybe,Direct
FB0003306,G001107,City Hotel,Standard,2015-09-10,10,4,3,1,3,Y,GDS
FB0003307,G004031,Resort Hotel,Half Board,2017-08-12,9,2,3,2,4,N,TA/TO
FB0003308,G002314,Resort Hotel,Full Board,2017-03-28,7,3,4,3,1,Y,Direct
FB0003309,G000157,Resort Hotel,Half Board,2016-07-27,7,1,1,3,2,N,GDS
FB0003310,G000309,Resort Hotel,Half Board,2015-08-04,5,4,3,5,3,N,TA/TO
FB0003311,G003395,City Hotel,Breakfast Included,2015-11-13,9,2,5,5,1,Maybe,GDS
FB0003312,G003974,Resort Hotel,Half Board,2016-02-27,8,3,2,2,5,Maybe,GDS
FB0003313,G001425,City Hotel,Standard,2016-08-27,5,1,4,1,5,Y,GDS
FB0003314,G000506,Resort Hotel,Full Board,2015-10-31,8,4,5,1,1,Maybe,GDS
FB0003315,G003371,Resort Hotel,Standard,2017-05-01,8,5,2,3,1,Y,GDS
FB0003316,G003129,Resort Hotel,Half Board,2017-08-21,8,3,2,4,3,Y,Direct
FB0003317,G004200,Resort Hotel,Full Board,2015-12-30,8,1,4,1,2,N,GDS
FB0003318,G002503,Resort Hotel,Full Board,2016-09-24,9,1,3,2,4,N,TA/TO
FB0003319,G001894,Resort Hotel,Premium All-Inclusive,2015-09-24,10,3,5,1,5,Maybe,TA/TO
FB0003320,G000107,City Hotel,Full Board,2015-12-07,6,5,5,2,5,Y,GDS
FB0003321,G001370,Resort Hotel,Standard,2016-03-12,5,3,1,1,1,Y,Direct
FB0003322,G000603,City Hotel,Standard,2017-01-27,4,4,1,5,2,Y,TA/TO
FB0003323,G001549,Resort Hotel,Premium All-Inclusive,2015-07-02,10,5,5,4,2,N,Direct
FB0003324,G001217,City Hotel,Breakfast Included,2016-02-13,8,1,1,2,2,Y,TA/TO
FB0003325,G001336,City Hotel,Half Board,2015-11-22,6,1,4,2,2,N,Direct
FB0003326,G002485,Resort Hotel,Full Board,2015-08-14,1,3,5,5,5,Maybe,Direct
FB0003327,G003713,Resort Hotel,Half Board,2017-03-15,1,2,5,1,2,N,GDS
FB0003328,G004972,City Hotel,Premium All-Inclusive,2016-03-31,10,1,5,2,1,Maybe,Direct
FB0003329,G001085,Resort Hotel,Full Board,2017-01-15,4,5,4,2,3,Y,TA/TO
FB0003330,G001551,Resort Hotel,Premium All-Inclusive,2016-04-22,8,4,3,1,1,Maybe,Direct
FB0003331,G004444,Resort Hotel,Full Board,2017-08-10,8,5,3,4,3,Y,Direct
FB0003332,G003370,Resort Hotel,Standard,2017-03-29,10,2,1,2,3,Maybe,Direct
FB0003333,G001449,Resort Hotel,Premium All-Inclusive,2017-03-15,3,3,3,3,4,Y,GDS
FB0003334,G002694,Resort Hotel,Premium All-Inclusive,2015-10-29,7,2,2,4,4,Y,GDS
FB0003335,G003014,City Hotel,Breakfast Included,2016-02-14,2,5,1,5,4,Y,TA/TO
FB0003336,G002145,Resort Hotel,Breakfast Included,2016-06-06,4,1,3,3,2,N,Direct
FB0003337,G002902,City Hotel,Standard,2016-08-27,8,2,5,5,5,Y,TA/TO
FB0003338,G003102,City Hotel,Full Board,2016-03-11,4,5,4,4,2,Maybe,TA/TO
FB0003339,G002771,Resort Hotel,Premium All-Inclusive,2017-07-04,3,2,2,1,2,Maybe,GDS
FB0003340,G004580,Resort Hotel,Full Board,2017-02-19,6,2,4,1,3,N,Direct
FB0003341,G003957,City Hotel,Breakfast Included,2017-04-09,1,2,5,2,1,Y,Direct
FB0003342,G001786,City Hotel,Standard,2015-09-30,4,5,1,1,5,Y,TA/TO
FB0003343,G000921,City Hotel,Breakfast Included,2016-01-19,9,5,5,4,5,Y,GDS
FB0003344,G002379,City Hotel,Standard,2016-10-19,7,2,4,3,3,Y,Direct
FB0003345,G001444,Resort Hotel,Full Board,2015-11-20,8,3,3,2,5,N,Direct
FB0003346,G003918,City Hotel,Premium All-Inclusive,2016-05-20,9,2,2,1,3,Maybe,TA/TO
FB0003347,G001133,City Hotel,Breakfast Included,2016-10-23,2,3,5,4,3,N,GDS
FB0003348,G003320,City Hotel,Premium All-Inclusive,2016-01-02,7,2,3,4,4,Y,GDS
FB0003349,G001486,Resort Hotel,Full Board,2016-12-04,6,2,1,5,1,Y,Direct
FB0003350,G001834,City Hotel,Half Board,2015-08-10,10,4,1,5,4,Maybe,Direct
FB0003351,G003762,City Hotel,Full Board,2016-03-17,8,1,2,3,1,Maybe,Direct
FB0003352,G000257,City Hotel,Half Board,2016-07-14,6,2,2,2,3,N,GDS
FB0003353,G002917,City Hotel,Standard,2017-01-14,9,1,2,3,2,Maybe,TA/TO
FB0003354,G000921,Resort Hotel,Premium All-Inclusive,2015-09-24,9,4,2,5,5,Y,GDS
FB0003355,G003804,City Hotel,Breakfast Included,2017-07-05,6,3,4,2,5,Maybe,GDS
FB0003356,G004507,Resort Hotel,Full Board,2017-04-24,9,5,1,4,2,Maybe,TA/TO
FB0003357,G003178,City Hotel,Breakfast Included,2017-06-21,5,4,2,3,2,Maybe,GDS
FB0003358,G004713,City Hotel,Standard,2016-10-17,10,2,5,3,5,Y,Direct
FB0003359,G002954,Resort Hotel,Premium All-Inclusive,2016-03-29,10,1,3,3,3,Maybe,GDS
FB0003360,G001148,City Hotel,Breakfast Included,2017-01-18,5,1,1,4,2,N,TA/TO
FB0003361,G000777,City Hotel,Full Board,2017-01-22,10,3,3,4,4,Y,TA/TO
FB0003362,G004038,Resort Hotel,Full Board,2017-05-31,9,5,4,4,3,Y,Direct
FB0003363,G004527,Resort Hotel,Breakfast Included,2017-08-31,4,5,5,1,3,Maybe,TA/TO
FB0003364,G001325,Resort Hotel,Full Board,2015-12-18,6,3,5,1,2,Maybe,Direct
FB0003365,G001810,Resort Hotel,Half Board,2016-02-06,3,2,1,2,3,Y,Direct
FB0003366,G004148,Resort Hotel,Half Board,2017-05-08,7,3,1,4,3,Y,Direct
FB0003367,G001519,Resort Hotel,Premium All-Inclusive,2015-11-09,4,5,4,2,1,N,GDS
FB0003368,G001483,Resort Hotel,Full Board,2017-04-26,6,2,3,5,4,Maybe,GDS
FB0003369,G000962,Resort Hotel,Standard,2016-08-14,10,1,1,4,1,Maybe,Direct
FB0003370,G003970,Resort Hotel,Standard,2017-05-13,6,2,3,3,5,N,Direct
FB0003371,G000341,Resort Hotel,Half Board,2016-05-30,4,1,5,1,2,Y,GDS
FB0003372,G002841,Resort Hotel,Standard,2016-11-01,3,3,4,5,4,Y,Direct
FB0003373,G000857,City Hotel,Full Board,2017-08-10,4,5,3,2,4,Y,Direct
FB0003374,G001621,Resort Hotel,Standard,2016-07-29,10,1,4,2,2,Maybe,TA/TO
FB0003375,G004292,City Hotel,Full Board,2017-08-18,6,3,3,4,1,N,TA/TO
FB0003376,G002656,City Hotel,Half Board,2016-06-03,5,3,2,4,3,Maybe,Direct
FB0003377,G000251,City Hotel,Premium All-Inclusive,2016-07-20,10,1,3,2,4,N,GDS
FB0003378,G000541,Resort Hotel,Breakfast Included,2015-12-16,5,1,2,1,1,N,TA/TO
FB0003379,G001397,City Hotel,Half Board,2016-12-21,9,2,3,1,5,N,TA/TO
FB0003380,G004197,City Hotel,Premium All-Inclusive,2015-09-07,5,5,4,2,5,N,GDS
FB0003381,G004439,Resort Hotel,Full Board,2016-03-28,6,2,1,5,1,N,Direct
FB0003382,G001211,City Hotel,Full Board,2017-04-01,4,5,5,3,2,N,TA/TO
FB0003383,G001611,City Hotel,Standard,2015-07-15,0,2,5,1,2,Maybe,Direct
FB0003384,G002536,City Hotel,Half Board,2016-06-25,8,2,5,2,5,Maybe,TA/TO
FB0003385,G000903,City Hotel,Standard,2015-10-26,2,5,4,1,1,Y,TA/TO
FB0003386,G002300,City Hotel,Half Board,2017-06-19,9,4,1,2,3,N,GDS
FB0003387,G001469,City Hotel,Breakfast Included,2017-03-02,4,1,2,2,2,Y,TA/TO
FB0003388,G002707,Resort Hotel,Half Board,2015-07-02,8,3,2,4,5,Maybe,TA/TO
FB0003389,G004693,City Hotel,Full Board,2016-04-12,8,2,1,4,4,N,GDS
FB0003390,G001631,City Hotel,Premium All-Inclusive,2017-07-14,1,5,1,2,5,Maybe,GDS
FB0003391,G002715,Resort Hotel,Half Board,2016-10-03,7,1,2,3,2,Maybe,Direct
FB0003392,G001582,Resort Hotel,Breakfast Included,2016-04-02,5,1,3,4,1,N,Direct
FB0003393,G001091,City Hotel,Full Board,2016-06-20,3,2,5,3,3,Y,GDS
FB0003394,G000909,Resort Hotel,Premium All-Inclusive,2015-10-29,9,1,1,2,5,N,Direct
FB0003395,G003371,City Hotel,Half Board,2017-03-03,7,2,2,2,4,Maybe,TA/TO
FB0003396,G001168,Resort Hotel,Full Board,2015-09-30,9,4,4,2,4,N,TA/TO
FB0003397,G000036,Resort Hotel,Premium All-Inclusive,2016-07-05,8,1,5,3,5,Y,Direct
FB0003398,G001774,Resort Hotel,Standard,2016-05-13,7,3,2,1,4,N,TA/TO
FB0003399,G001426,City Hotel,Premium All-Inclusive,2017-03-12,10,4,4,5,1,Y,GDS
FB0003400,G004106,City Hotel,Premium All-Inclusive,2017-08-07,4,2,2,4,5,Maybe,GDS
FB0003401,G004981,City Hotel,Standard,2016-09-02,4,3,3,2,1,N,Direct
FB0003402,G001647,City Hotel,Standard,2016-09-05,9,4,1,2,5,N,GDS
FB0003403,G001792,Resort Hotel,Breakfast Included,2016-11-30,1,5,1,1,2,N,Direct
FB0003404,G004615,Resort Hotel,Half Board,2016-11-19,6,2,1,3,2,N,GDS
FB0003405,G001488,Resort Hotel,Premium All-Inclusive,2015-10-10,9,5,5,1,3,N,GDS
FB0003406,G004782,City Hotel,Full Board,2015-12-21,8,2,3,5,3,N,TA/TO
FB0003407,G003942,City Hotel,Standard,2015-10-27,7,4,5,5,5,N,TA/TO
FB0003408,G002881,City Hotel,Standard,2015-08-16,6,2,1,5,4,N,Direct
FB0003409,G002025,Resort Hotel,Full Board,2017-03-27,10,4,1,1,5,N,GDS
FB0003410,G003830,City Hotel,Standard,2016-03-02,8,4,2,3,1,Y,TA/TO
FB0003411,G004756,City Hotel,Standard,2017-05-11,5,1,5,4,5,Y,TA/TO
FB0003412,G004290,Resort Hotel,Premium All-Inclusive,2017-02-09,4,3,4,5,2,N,GDS
FB0003413,G001896,City Hotel,Full Board,2017-05-24,8,1,1,5,1,Maybe,TA/TO
FB0003414,G003907,City Hotel,Standard,2017-04-04,4,1,5,5,3,Y,GDS
FB0003415,G004011,City Hotel,Standard,2016-04-10,10,5,4,1,4,Maybe,Direct
FB0003416,G003988,Resort Hotel,Full Board,2016-04-23,6,1,4,3,4,Maybe,TA/TO
FB0003417,G004495,City Hotel,Full Board,2016-04-27,9,4,5,1,1,Y,TA/TO
FB0003418,G004588,Resort Hotel,Breakfast Included,2017-02-10,7,5,4,1,5,Y,Direct
FB0003419,G001534,City Hotel,Premium All-Inclusive,2015-10-29,10,1,3,5,3,N,GDS
FB0003420,G003195,City Hotel,Premium All-Inclusive,2016-03-21,10,4,5,4,5,Y,TA/TO
FB0003421,G001136,Resort Hotel,Premium All-Inclusive,2017-03-02,7,1,2,2,3,Y,TA/TO
FB0003422,G002284,City Hotel,Half Board,2017-04-08,8,3,3,3,2,Y,GDS
FB0003423,G000892,Resort Hotel,Breakfast Included,2017-07-07,10,2,1,4,4,N,Direct
FB0003424,G004863,Resort Hotel,Premium All-Inclusive,2015-07-26,7,3,1,2,5,Maybe,Direct
FB0003425,G004146,Resort Hotel,Full Board,2017-01-22,8,2,2,4,2,Y,Direct
FB0003426,G001845,Resort Hotel,Standard,2016-12-02,8,4,2,5,1,N,GDS
FB0003427,G002631,City Hotel,Standard,2015-10-16,8,2,4,2,2,Maybe,Direct
FB0003428,G000660,Resort Hotel,Premium All-Inclusive,2015-11-22,9,1,4,4,1,Y,GDS
FB0003429,G000412,Resort Hotel,Breakfast Included,2016-03-21,3,4,5,2,1,N,Direct
FB0003430,G004874,Resort Hotel,Full Board,2017-02-05,8,3,1,1,5,Maybe,TA/TO
FB0003431,G001428,Resort Hotel,Premium All-Inclusive,2016-09-07,6,5,2,4,4,N,Direct
FB0003432,G003403,Resort Hotel,Premium All-Inclusive,2016-08-23,10,1,1,2,2,Maybe,GDS
FB0003433,G000204,City Hotel,Full Board,2016-05-01,8,2,3,3,2,N,Direct
FB0003434,G003186,City Hotel,Full Board,2016-11-03,8,5,4,4,4,Maybe,TA/TO
FB0003435,G003432,City Hotel,Breakfast Included,2017-03-06,6,1,5,5,3,N,TA/TO
FB0003436,G002331,Resort Hotel,Breakfast Included,2016-09-28,7,1,3,3,4,Y,TA/TO
FB0003437,G002479,Resort Hotel,Breakfast Included,2017-07-05,4,1,1,2,5,Y,Direct
FB0003438,G000544,Resort Hotel,Premium All-Inclusive,2016-01-22,10,3,2,1,4,N,TA/TO
FB0003439,G000560,Resort Hotel,Standard,2016-07-03,8,2,1,3,4,N,Direct
FB0003440,G003729,City Hotel,Breakfast Included,2017-03-11,4,4,5,1,4,N,Direct
FB0003441,G004675,Resort Hotel,Standard,2016-10-11,0,2,2,5,5,Maybe,TA/TO
FB0003442,G003513,Resort Hotel,Standard,2016-02-27,9,2,5,2,5,N,TA/TO
FB0003443,G000655,Resort Hotel,Premium All-Inclusive,2015-12-02,7,3,2,5,5,Y,GDS
FB0003444,G001560,Resort Hotel,Standard,2017-03-02,9,2,5,4,1,Maybe,Direct
FB0003445,G001471,City Hotel,Standard,2017-02-12,9,4,1,3,2,Y,Direct
FB0003446,G002908,Resort Hotel,Half Board,2015-09-03,7,5,5,5,2,Y,TA/TO
FB0003447,G004994,Resort Hotel,Premium All-Inclusive,2017-05-26,10,1,1,3,4,N,GDS
FB0003448,G004471,City Hotel,Premium All-Inclusive,2015-10-27,4,5,1,5,5,Y,GDS
FB0003449,G000075,City Hotel,Full Board,2017-07-02,4,5,1,3,4,Y,GDS
FB0003450,G004521,Resort Hotel,Breakfast Included,2015-08-03,4,1,3,3,1,Maybe,Direct
FB0003451,G002787,Resort Hotel,Breakfast Included,2017-02-17,2,4,1,3,3,Y,Direct
FB0003452,G003510,City Hotel,Premium All-Inclusive,2017-07-17,9,1,5,4,5,Maybe,GDS
FB0003453,G001632,City Hotel,Premium All-Inclusive,2015-10-22,8,4,2,4,1,Maybe,TA/TO
FB0003454,G001194,Resort Hotel,Half Board,2017-05-25,6,2,4,5,3,Maybe,GDS
FB0003455,G003414,City Hotel,Premium All-Inclusive,2016-08-09,10,1,4,5,2,Maybe,Direct
FB0003456,G000972,Resort Hotel,Half Board,2017-03-23,8,5,5,2,1,Y,Direct
FB0003457,G000419,City Hotel,Half Board,2016-02-06,7,4,1,1,2,Maybe,GDS
FB0003458,G000495,City Hotel,Half Board,2017-01-19,9,3,4,1,1,N,TA/TO
FB0003459,G004044,City Hotel,Premium All-Inclusive,2015-09-15,10,2,4,4,2,Y,TA/TO
FB0003460,G000477,City Hotel,Standard,2017-06-29,1,3,3,5,4,N,TA/TO
FB0003461,G002044,City Hotel,Standard,2015-10-20,4,4,2,1,5,Y,GDS
FB0003462,G002367,City Hotel,Breakfast Included,2015-09-23,1,3,1,2,4,Y,GDS
FB0003463,G003742,City Hotel,Full Board,2016-09-16,3,5,3,5,3,Y,GDS
FB0003464,G001330,Resort Hotel,Standard,2016-01-11,10,5,3,5,2,N,Direct
FB0003465,G004305,City Hotel,Half Board,2015-11-24,7,1,5,3,4,N,Direct
FB0003466,G003153,City Hotel,Breakfast Included,2016-02-28,8,4,1,2,3,Y,Direct
FB0003467,G004369,Resort Hotel,Half Board,2016-05-21,9,2,3,4,5,N,TA/TO
FB0003468,G004304,City Hotel,Standard,2016-08-05,8,2,3,4,2,Maybe,TA/TO
FB0003469,G004501,City Hotel,Premium All-Inclusive,2015-08-14,10,3,1,2,4,Maybe,Direct
FB0003470,G001458,City Hotel,Premium All-Inclusive,2015-12-29,8,4,3,2,1,Maybe,GDS
FB0003471,G002738,City Hotel,Premium All-Inclusive,2015-08-31,10,5,3,1,1,N,Direct
FB0003472,G000445,City Hotel,Breakfast Included,2015-12-20,4,1,2,3,5,N,GDS
FB0003473,G001937,Resort Hotel,Breakfast Included,2016-05-14,7,3,5,5,2,Maybe,GDS
FB0003474,G004145,City Hotel,Premium All-Inclusive,2017-06-19,6,3,1,5,1,Y,GDS
FB0003475,G004604,City Hotel,Full Board,2016-02-06,7,3,2,1,3,Y,GDS
FB0003476,G000187,Resort Hotel,Full Board,2015-11-13,9,1,3,4,1,N,TA/TO
FB0003477,G004861,City Hotel,Premium All-Inclusive,2016-08-18,5,1,3,3,4,Maybe,TA/TO
FB0003478,G000894,Resort Hotel,Full Board,2017-02-06,9,2,3,1,3,Y,Direct
FB0003479,G003403,City Hotel,Breakfast Included,2017-03-09,6,3,4,3,3,Maybe,TA/TO
FB0003480,G001377,City Hotel,Half Board,2016-05-19,6,5,5,4,2,Maybe,GDS
FB0003481,G000026,Resort Hotel,Half Board,2016-07-08,10,3,1,1,1,Maybe,GDS
FB0003482,G002658,Resort Hotel,Standard,2015-07-11,9,5,5,2,2,Maybe,TA/TO
FB0003483,G002371,Resort Hotel,Breakfast Included,2016-08-12,4,4,2,3,3,Maybe,Direct
FB0003484,G002249,Resort Hotel,Half Board,2017-07-03,8,3,4,2,4,Y,GDS
FB0003485,G003070,Resort Hotel,Premium All-Inclusive,2017-05-07,0,2,2,1,5,Maybe,TA/TO
FB0003486,G001299,Resort Hotel,Full Board,2017-05-31,7,5,2,5,4,N,Direct
FB0003487,G004155,City Hotel,Premium All-Inclusive,2016-12-06,8,1,3,1,4,Y,Direct
FB0003488,G002508,City Hotel,Premium All-Inclusive,2016-04-15,5,2,2,1,1,Maybe,Direct
FB0003489,G000904,City Hotel,Standard,2016-03-07,4,2,2,5,5,Maybe,GDS
FB0003490,G002446,Resort Hotel,Premium All-Inclusive,2016-09-09,8,4,4,2,3,Maybe,TA/TO
FB0003491,G002913,City Hotel,Standard,2017-02-05,10,1,2,2,1,Maybe,Direct
FB0003492,G001578,Resort Hotel,Half Board,2015-08-03,10,4,5,1,3,Y,GDS
FB0003493,G002086,Resort Hotel,Half Board,2017-07-11,9,4,5,3,3,Y,TA/TO
FB0003494,G000624,City Hotel,Standard,2016-08-24,7,5,5,1,3,Y,TA/TO
FB0003495,G001879,City Hotel,Standard,2016-08-23,9,1,3,1,5,N,Direct
FB0003496,G002108,City Hotel,Standard,2017-05-23,9,3,4,3,4,Y,TA/TO
FB0003497,G004583,City Hotel,Premium All-Inclusive,2015-11-22,9,1,1,3,3,Maybe,TA/TO
FB0003498,G003976,City Hotel,Premium All-Inclusive,2017-06-13,9,3,4,2,3,Maybe,Direct
FB0003499,G002206,City Hotel,Half Board,2016-09-14,5,5,5,2,4,N,Direct
FB0003500,G003387,City Hotel,Standard,2015-10-14,6,5,1,1,3,Y,TA/TO
FB0003501,G003962,Resort Hotel,Full Board,2017-08-24,7,1,4,5,5,Maybe,TA/TO
FB0003502,G001652,City Hotel,Standard,2015-08-03,9,5,2,4,3,Maybe,TA/TO
FB0003503,G000862,City Hotel,Premium All-Inclusive,2017-06-19,0,1,2,1,4,Y,TA/TO
FB0003504,G002331,Resort Hotel,Premium All-Inclusive,2017-02-22,8,4,1,5,1,Y,GDS
FB0003505,G000502,City Hotel,Standard,2017-03-02,1,1,4,5,1,Maybe,TA/TO
FB0003506,G001744,Resort Hotel,Half Board,2015-09-17,2,4,1,4,4,Maybe,GDS
