Passenger_ID,age,gender,income_level,frequent_flyer_status,satisfaction_segment,total_flights,total_no_shows,no_show_rate,avg_satisfaction,avg_price_paid,total_delay_minutes,preferred_class,preferred_checkin,primary_travel_purpose,preferred_airline
P6241,26,Male,High,Non-Member,Highly Satisfied,1,0,0.0,9.4,312.15,18.0,Economy,Online,Leisure,American Airlines
P6242,79,Male,Low,Platinum,Neutral,1,0,0.0,5.1,310.36,4.0,Economy,Mobile App,Leisure,JetBlue
P6243,63,Male,Low,Non-Member,Satisfied,1,0,0.0,7.7,363.82,3.0,Economy,Mobile App,Business,Southwest
P6244,34,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.0,397.79,8.0,Premium Economy,Mobile App,Emergency,American Airlines
P6245,38,Male,Low,Platinum,Highly Satisfied,1,0,0.0,9.4,471.83,8.0,Economy,Online,Business,Southwest
P6246,68,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.4,390.54,13.0,Business,Mobile App,Family,JetBlue
P6247,37,Male,Medium,Gold,Satisfied,1,0,0.0,7.9,456.22,1.0,Economy,Mobile App,Family,American Airlines
P6248,34,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.6,350.1,18.0,Economy,Airport Kiosk,Family,Southwest
P6249,29,Male,Medium,Silver,Satisfied,1,0,0.0,7.2,233.55,6.0,Economy,Desk,Leisure,Delta
P625,27,Male,Low,Non-Member,Neutral,1,0,0.0,5.2,442.04,5.0,Business,Desk,Emergency,United
P6250,51,Male,High,Non-Member,Satisfied,1,0,0.0,7.8,329.41,17.0,Business,Desk,Family,JetBlue
P6251,32,Female,Low,Silver,Dissatisfied,1,0,0.0,4.7,376.54,3.0,Premium Economy,Airport Kiosk,Family,United
P6252,33,Male,Medium,Non-Member,Satisfied,1,1,1.0,7.8,448.22,11.0,Economy,Mobile App,Family,United
P6253,66,Female,Low,Silver,Satisfied,1,0,0.0,7.1,312.51,7.0,Economy,Online,Leisure,JetBlue
P6254,76,Female,Low,Silver,Satisfied,1,0,0.0,7.2,376.43,8.0,Economy,Online,Leisure,United
P6255,65,Female,High,Silver,Dissatisfied,1,0,0.0,4.9,408.21,4.0,Business,Airport Kiosk,Emergency,United
P6256,18,Female,High,Non-Member,Dissatisfied,1,0,0.0,4.2,197.91,11.0,Economy,Desk,Leisure,Southwest
P6257,44,Male,Low,Non-Member,Satisfied,1,0,0.0,7.4,435.79,6.0,Economy,Desk,Emergency,American Airlines
P6258,45,Male,Low,Non-Member,Satisfied,1,0,0.0,6.7,367.78,2.0,Premium Economy,Mobile App,Business,American Airlines
P6259,48,Male,Medium,Silver,Neutral,1,0,0.0,6.3,404.12,13.0,Premium Economy,Airport Kiosk,Emergency,Southwest
P626,28,Female,Medium,Platinum,Neutral,1,0,0.0,6.3,429.53,4.0,Economy,Online,Leisure,JetBlue
P6260,31,Male,Medium,Silver,Dissatisfied,1,0,0.0,4.0,356.75,16.0,Economy,Desk,Business,JetBlue
P6261,26,Male,Low,Gold,Dissatisfied,1,0,0.0,4.8,426.45,7.0,Economy,Desk,Family,United
P6262,18,Male,Medium,Platinum,Satisfied,1,0,0.0,7.0,362.47,3.0,First,Airport Kiosk,Emergency,United
P6263,35,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.7,112.71,35.0,Premium Economy,Online,Emergency,Southwest
P6264,44,Male,Medium,Gold,Satisfied,1,0,0.0,7.2,275.22,9.0,Premium Economy,Mobile App,Leisure,American Airlines
P6265,54,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.5,330.26,8.0,Economy,Airport Kiosk,Family,American Airlines
P6266,70,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.8,408.92,1.0,Economy,Online,Emergency,JetBlue
P6267,77,Male,High,Platinum,Neutral,1,0,0.0,5.8,439.4,2.0,Business,Airport Kiosk,Family,JetBlue
P6268,18,Male,Medium,Non-Member,Satisfied,1,1,1.0,7.9,441.75,1.0,Economy,Online,Business,JetBlue
P6269,37,Female,High,Platinum,Satisfied,1,0,0.0,7.4,275.13,4.0,Economy,Desk,Family,United
P627,27,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.9,341.03,24.0,Economy,Desk,Business,American Airlines
P6270,24,Male,Low,Platinum,Satisfied,1,0,0.0,6.8,250.41,40.0,Economy,Mobile App,Business,United
P6271,57,Female,Medium,Non-Member,Dissatisfied,1,0,0.0,4.9,415.44,4.0,Premium Economy,Mobile App,Business,American Airlines
P6272,57,Male,Low,Platinum,Highly Satisfied,1,0,0.0,8.6,374.52,2.0,Economy,Airport Kiosk,Family,Delta
P6273,38,Male,Medium,Silver,Highly Satisfied,1,0,0.0,8.2,205.98,7.0,Business,Mobile App,Leisure,Delta
P6274,72,Male,Medium,Non-Member,Neutral,1,0,0.0,5.3,363.23,6.0,Economy,Desk,Emergency,Delta
P6275,22,Female,Medium,Gold,Neutral,1,0,0.0,5.6,317.88,1.0,Business,Mobile App,Business,United
P6276,47,Male,Low,Platinum,Highly Satisfied,1,1,1.0,9.2,263.62,0.0,Premium Economy,Airport Kiosk,Business,American Airlines
P6277,33,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.5,338.8,7.0,Economy,Online,Emergency,JetBlue
P6278,52,Male,Low,Non-Member,Satisfied,1,0,0.0,7.8,391.59,6.0,Economy,Mobile App,Emergency,American Airlines
P6279,43,Female,Medium,Silver,Satisfied,1,0,0.0,7.4,249.72,25.0,Economy,Online,Emergency,JetBlue
P628,75,Female,Medium,Non-Member,Neutral,1,1,1.0,5.0,215.0,1.0,Economy,Desk,Emergency,American Airlines
P6280,26,Male,Medium,Silver,Satisfied,1,0,0.0,7.0,268.83,22.0,Economy,Desk,Leisure,Delta
P6281,68,Male,Medium,Silver,Satisfied,1,0,0.0,7.6,234.49,2.0,Economy,Desk,Emergency,Delta
P6282,50,Female,Low,Non-Member,Satisfied,1,0,0.0,7.2,391.99,10.0,Economy,Desk,Business,Delta
P6283,37,Female,Medium,Silver,Highly Satisfied,1,0,0.0,8.8,321.55,4.0,First,Online,Business,United
P6284,32,Male,Medium,Silver,Highly Satisfied,1,0,0.0,8.0,363.38,3.0,Economy,Mobile App,Family,Southwest
P6285,27,Female,Medium,Gold,Satisfied,1,0,0.0,7.7,199.86,9.0,Business,Airport Kiosk,Emergency,JetBlue
P6286,35,Male,Medium,Silver,Satisfied,1,1,1.0,6.9,327.88,5.0,Economy,Airport Kiosk,Business,American Airlines
P6287,48,Male,Medium,Gold,Neutral,1,0,0.0,6.1,278.8,4.0,Premium Economy,Desk,Emergency,JetBlue
P6288,18,Female,Low,Non-Member,Neutral,1,0,0.0,5.3,476.58,11.0,Economy,Online,Leisure,American Airlines
P6289,51,Female,Low,Non-Member,Satisfied,1,0,0.0,7.8,387.18,5.0,Economy,Desk,Business,JetBlue
P629,48,Male,Low,Platinum,Highly Satisfied,1,0,0.0,8.5,287.09,6.0,Economy,Mobile App,Family,American Airlines
P6290,42,Male,Medium,Silver,Neutral,1,0,0.0,5.3,226.86,19.0,Economy,Airport Kiosk,Leisure,American Airlines
P6291,65,Female,Medium,Non-Member,Dissatisfied,1,0,0.0,4.6,381.94,14.0,Economy,Desk,Leisure,JetBlue
P6292,55,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.5,286.77,21.0,Economy,Desk,Family,United
P6293,70,Female,Medium,Silver,Highly Satisfied,1,0,0.0,8.2,351.89,6.0,Economy,Airport Kiosk,Leisure,American Airlines
P6294,77,Male,Medium,Gold,Satisfied,1,0,0.0,6.9,400.85,14.0,Economy,Mobile App,Emergency,United
P6295,52,Female,Medium,Platinum,Neutral,1,0,0.0,6.2,339.86,34.0,Economy,Airport Kiosk,Leisure,American Airlines
P6296,38,Male,Low,Non-Member,Satisfied,1,0,0.0,7.7,507.8,17.0,Premium Economy,Mobile App,Emergency,JetBlue
P6297,69,Female,Medium,Silver,Neutral,1,0,0.0,5.8,362.85,2.0,Premium Economy,Mobile App,Leisure,Southwest
P6298,68,Female,Low,Silver,Highly Satisfied,1,0,0.0,8.4,352.19,10.0,Premium Economy,Airport Kiosk,Emergency,Delta
P6299,66,Female,Medium,Non-Member,Neutral,1,0,0.0,6.3,316.34,24.0,Economy,Mobile App,Business,Southwest
P63,75,Male,Medium,Non-Member,Neutral,1,1,1.0,6.1,250.22,56.0,Premium Economy,Desk,Emergency,United
P630,66,Male,Low,Silver,Highly Satisfied,1,0,0.0,8.2,184.3,2.0,Economy,Online,Family,Delta
P6300,70,Female,Medium,Silver,Satisfied,1,0,0.0,7.9,441.63,5.0,Economy,Mobile App,Leisure,American Airlines
P6301,67,Female,Medium,Silver,Neutral,1,0,0.0,5.9,293.76,24.0,Economy,Mobile App,Family,United
P6302,79,Female,High,Platinum,Neutral,1,0,0.0,5.7,451.46,16.0,Premium Economy,Mobile App,Leisure,United
P6303,30,Female,High,Silver,Highly Satisfied,1,0,0.0,8.4,320.91,6.0,Economy,Mobile App,Emergency,Southwest
P6304,66,Female,Low,Silver,Highly Satisfied,1,0,0.0,9.3,297.36,2.0,Premium Economy,Desk,Emergency,United
P6305,22,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.1,252.68,26.0,Economy,Mobile App,Family,American Airlines
P6306,37,Male,Medium,Silver,Satisfied,1,0,0.0,7.0,303.55,41.0,First,Airport Kiosk,Leisure,Southwest
P6307,18,Male,Medium,Gold,Neutral,1,0,0.0,5.2,372.67,3.0,Economy,Airport Kiosk,Business,United
P6308,45,Male,Low,Silver,Highly Satisfied,1,0,0.0,8.3,429.76,2.0,Business,Mobile App,Family,Delta
P6309,32,Male,Medium,Silver,Satisfied,1,0,0.0,7.2,461.22,3.0,Economy,Airport Kiosk,Leisure,United
P631,58,Female,High,Silver,Neutral,1,0,0.0,6.4,364.24,10.0,Economy,Mobile App,Family,American Airlines
P6310,28,Female,High,Non-Member,Satisfied,1,0,0.0,6.7,552.45,11.0,Business,Desk,Emergency,Southwest
P6311,64,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.7,349.88,4.0,Economy,Online,Business,JetBlue
P6312,65,Male,High,Non-Member,Satisfied,1,0,0.0,7.4,298.46,15.0,Business,Airport Kiosk,Emergency,JetBlue
P6313,55,Female,Medium,Silver,Satisfied,1,0,0.0,7.6,355.18,11.0,Economy,Mobile App,Leisure,Delta
P6314,27,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.5,229.04,18.0,Business,Airport Kiosk,Emergency,JetBlue
P6315,51,Male,Medium,Non-Member,Dissatisfied,1,0,0.0,4.3,325.96,1.0,Economy,Online,Business,American Airlines
P6316,49,Female,Low,Gold,Satisfied,1,0,0.0,7.2,370.98,4.0,Premium Economy,Mobile App,Leisure,American Airlines
P6317,57,Male,Medium,Silver,Highly Satisfied,1,0,0.0,8.3,540.86,6.0,Economy,Airport Kiosk,Leisure,American Airlines
P6318,74,Female,Medium,Gold,Dissatisfied,1,0,0.0,4.7,403.49,4.0,Economy,Airport Kiosk,Leisure,United
P6319,51,Male,Medium,Gold,Highly Satisfied,1,0,0.0,8.3,443.19,13.0,Economy,Online,Leisure,Southwest
P632,39,Male,Low,Non-Member,Satisfied,1,0,0.0,7.7,324.96,19.0,Business,Mobile App,Family,United
P6320,26,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.1,516.4,6.0,Economy,Online,Business,JetBlue
P6321,43,Female,Low,Silver,Satisfied,1,0,0.0,7.2,458.2,41.0,Economy,Mobile App,Business,Delta
P6322,37,Female,Medium,Gold,Highly Satisfied,1,0,0.0,8.8,422.93,5.0,Premium Economy,Online,Emergency,United
P6323,72,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.9,326.28,8.0,Premium Economy,Desk,Emergency,United
P6324,28,Male,Low,Silver,Dissatisfied,1,0,0.0,2.4,496.92,10.0,Premium Economy,Desk,Business,Southwest
P6325,64,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.6,289.67,1.0,Premium Economy,Desk,Family,Southwest
P6326,65,Female,High,Non-Member,Neutral,1,0,0.0,5.7,389.71,18.0,Business,Desk,Family,American Airlines
P6327,48,Male,Medium,Non-Member,Neutral,1,0,0.0,5.6,256.41,3.0,First,Airport Kiosk,Business,Delta
P6328,23,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.3,335.25,33.0,Premium Economy,Airport Kiosk,Business,American Airlines
P6329,35,Female,Medium,Non-Member,Neutral,1,0,0.0,5.6,295.68,14.0,Economy,Online,Leisure,American Airlines
P633,42,Male,Medium,Silver,Dissatisfied,1,0,0.0,4.7,272.26,6.0,Economy,Mobile App,Leisure,American Airlines
P6330,46,Male,Medium,Platinum,Dissatisfied,1,0,0.0,4.5,374.09,12.0,Business,Online,Family,United
P6331,30,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.6,263.03,19.0,Premium Economy,Mobile App,Business,Southwest
P6332,25,Male,Low,Silver,Satisfied,1,0,0.0,6.5,334.63,3.0,Premium Economy,Airport Kiosk,Family,Delta
P6333,77,Male,High,Platinum,Satisfied,1,0,0.0,7.9,291.49,2.0,Business,Desk,Leisure,American Airlines
P6334,72,Male,Medium,Platinum,Highly Satisfied,1,0,0.0,8.1,276.78,5.0,Economy,Desk,Emergency,Delta
P6335,24,Male,Low,Non-Member,Neutral,1,0,0.0,5.6,361.5,7.0,Premium Economy,Mobile App,Family,American Airlines
P6336,57,Female,High,Non-Member,Neutral,1,0,0.0,5.4,339.87,2.0,Economy,Desk,Emergency,Delta
P6337,19,Male,High,Non-Member,Neutral,1,0,0.0,5.1,570.78,1.0,Economy,Online,Family,Delta
P6338,60,Male,Medium,Non-Member,Highly Satisfied,1,1,1.0,8.0,358.43,1.0,Economy,Airport Kiosk,Business,Southwest
P6339,27,Male,High,Non-Member,Highly Satisfied,1,0,0.0,10.0,395.47,3.0,Premium Economy,Airport Kiosk,Leisure,United
P634,37,Male,Medium,Non-Member,Neutral,1,0,0.0,5.4,369.04,0.0,Economy,Desk,Leisure,Southwest
P6340,65,Male,High,Silver,Highly Satisfied,1,0,0.0,10.0,526.28,0.0,Premium Economy,Online,Family,Southwest
P6341,25,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,8.5,421.66,32.0,Business,Online,Business,JetBlue
P6342,21,Female,Low,Non-Member,Satisfied,1,0,0.0,7.3,461.76,2.0,Business,Online,Emergency,American Airlines
P6343,19,Female,Medium,Platinum,Highly Satisfied,1,0,0.0,8.2,512.28,11.0,Economy,Airport Kiosk,Leisure,Delta
P6344,40,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,10.0,418.94,8.0,Economy,Online,Business,United
P6345,66,Male,Medium,Silver,Highly Satisfied,1,0,0.0,8.3,357.29,5.0,Premium Economy,Mobile App,Business,JetBlue
P6346,56,Female,High,Silver,Satisfied,1,1,1.0,7.0,578.09,3.0,Economy,Desk,Emergency,Delta
P6347,38,Female,Medium,Gold,Highly Satisfied,1,0,0.0,8.0,443.76,4.0,Economy,Online,Family,Delta
P6348,54,Male,Medium,Non-Member,Satisfied,1,0,0.0,6.8,308.28,5.0,Economy,Desk,Emergency,American Airlines
P6349,65,Male,High,Silver,Highly Satisfied,1,0,0.0,8.2,438.42,3.0,Economy,Online,Family,Southwest
P635,54,Female,Low,Non-Member,Satisfied,1,0,0.0,7.7,284.91,0.0,Economy,Mobile App,Family,Southwest
P6350,41,Female,Medium,Non-Member,Neutral,1,0,0.0,5.6,293.15,4.0,Economy,Online,Leisure,United
P6351,66,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,9.5,317.3,1.0,Premium Economy,Mobile App,Business,Southwest
P6352,26,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.5,384.5,0.0,Economy,Airport Kiosk,Leisure,United
P6353,44,Female,High,Silver,Satisfied,1,0,0.0,7.2,327.96,36.0,Economy,Desk,Family,JetBlue
P6354,39,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.7,337.41,2.0,Economy,Airport Kiosk,Family,American Airlines
P6355,72,Male,Low,Silver,Satisfied,1,0,0.0,6.8,469.51,8.0,Economy,Online,Business,Southwest
P6356,49,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.8,295.79,0.0,Business,Desk,Business,American Airlines
P6357,64,Female,Low,Platinum,Dissatisfied,1,0,0.0,4.3,375.98,2.0,Business,Airport Kiosk,Family,American Airlines
P6358,76,Male,Low,Non-Member,Highly Satisfied,1,0,0.0,8.8,473.67,8.0,Economy,Online,Business,Southwest
P6359,64,Female,Medium,Gold,Highly Satisfied,1,0,0.0,9.0,332.51,1.0,Economy,Airport Kiosk,Leisure,Delta
P636,39,Female,Medium,Silver,Neutral,1,0,0.0,5.4,364.32,12.0,Economy,Desk,Family,Delta
P6360,74,Female,Low,Silver,Satisfied,1,0,0.0,7.7,420.82,0.0,Premium Economy,Airport Kiosk,Leisure,Southwest
P6361,27,Female,Medium,Non-Member,Neutral,1,0,0.0,6.4,262.7,5.0,First,Online,Family,Southwest
P6362,20,Male,High,Platinum,Neutral,1,0,0.0,5.6,289.21,9.0,Economy,Mobile App,Business,American Airlines
P6363,74,Female,Medium,Silver,Satisfied,1,0,0.0,7.6,474.2,14.0,Business,Desk,Family,American Airlines
P6364,18,Male,Medium,Platinum,Satisfied,1,0,0.0,6.9,327.36,0.0,Economy,Desk,Business,Southwest
P6365,55,Female,High,Platinum,Highly Satisfied,1,0,0.0,10.0,259.32,22.0,Economy,Desk,Emergency,American Airlines
P6366,74,Female,Medium,Silver,Dissatisfied,1,0,0.0,4.3,219.18,7.0,Economy,Online,Emergency,United
P6367,26,Female,Medium,Non-Member,Dissatisfied,1,0,0.0,4.7,219.41,5.0,Economy,Desk,Family,JetBlue
P6368,54,Female,High,Non-Member,Highly Satisfied,1,0,0.0,8.1,294.4,5.0,Business,Online,Leisure,Southwest
P6369,36,Male,High,Platinum,Satisfied,1,0,0.0,6.6,417.05,4.0,Premium Economy,Airport Kiosk,Family,JetBlue
P637,40,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,8.0,414.54,6.0,Business,Airport Kiosk,Emergency,Delta
P6370,64,Female,Medium,Non-Member,Highly Satisfied,1,0,0.0,8.3,277.05,10.0,Premium Economy,Desk,Leisure,Delta
P6371,64,Male,Low,Non-Member,Satisfied,1,0,0.0,7.4,451.58,41.0,Premium Economy,Desk,Leisure,Southwest
P6372,62,Female,Medium,Gold,Highly Satisfied,1,0,0.0,9.0,245.0,9.0,Economy,Mobile App,Business,American Airlines
P6373,32,Male,Medium,Non-Member,Dissatisfied,1,0,0.0,4.9,250.62,0.0,Economy,Mobile App,Family,Delta
P6374,70,Male,Low,Gold,Satisfied,1,0,0.0,7.2,322.39,5.0,Economy,Mobile App,Family,Delta
P6375,79,Male,High,Silver,Satisfied,1,0,0.0,6.8,338.2,1.0,Economy,Airport Kiosk,Leisure,United
P6376,37,Female,High,Gold,Neutral,1,0,0.0,5.1,409.94,9.0,Business,Online,Business,JetBlue
P6377,28,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.7,433.6,5.0,Economy,Online,Leisure,Southwest
P6378,63,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.2,407.06,2.0,Economy,Desk,Business,United
P6379,48,Male,High,Non-Member,Dissatisfied,1,0,0.0,4.9,400.49,4.0,Economy,Mobile App,Business,Delta
P638,76,Male,Medium,Non-Member,Highly Satisfied,1,0,0.0,9.0,177.8,8.0,Economy,Airport Kiosk,Business,United
P6380,55,Male,High,Platinum,Highly Satisfied,1,0,0.0,8.8,507.47,0.0,Economy,Desk,Emergency,American Airlines
P6381,44,Female,Medium,Non-Member,Satisfied,1,0,0.0,6.6,472.02,3.0,Economy,Airport Kiosk,Leisure,United
P6382,34,Male,High,Platinum,Neutral,1,0,0.0,5.4,320.36,10.0,Economy,Online,Business,Delta
P6383,43,Male,Medium,Gold,Satisfied,1,0,0.0,7.6,381.57,7.0,Economy,Desk,Leisure,Delta
P6384,24,Female,Low,Gold,Satisfied,1,0,0.0,7.7,443.34,22.0,Economy,Desk,Family,JetBlue
P6385,58,Female,High,Silver,Satisfied,1,0,0.0,6.9,447.99,11.0,Economy,Mobile App,Business,American Airlines
P6386,57,Female,High,Non-Member,Satisfied,1,0,0.0,7.2,512.63,8.0,Premium Economy,Airport Kiosk,Family,United
P6387,77,Male,Medium,Silver,Neutral,1,0,0.0,5.9,349.91,8.0,First,Mobile App,Emergency,Delta
P6388,40,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.5,405.9,11.0,First,Mobile App,Leisure,United
P6389,39,Female,High,Non-Member,Satisfied,1,0,0.0,7.9,431.49,2.0,Economy,Desk,Business,United
P639,43,Female,Medium,Platinum,Dissatisfied,1,0,0.0,4.6,270.76,15.0,Economy,Airport Kiosk,Business,Southwest
P6390,52,Female,Low,Non-Member,Satisfied,1,0,0.0,6.6,232.06,5.0,Economy,Online,Business,American Airlines
P6391,44,Male,High,Non-Member,Neutral,1,0,0.0,5.4,333.56,16.0,Economy,Airport Kiosk,Family,Southwest
P6392,33,Male,Medium,Silver,Highly Satisfied,1,0,0.0,10.0,417.59,4.0,Business,Mobile App,Business,United
P6393,75,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.0,237.48,24.0,Business,Mobile App,Emergency,Southwest
P6394,56,Female,High,Silver,Highly Satisfied,1,0,0.0,8.4,375.77,3.0,Economy,Online,Leisure,JetBlue
P6395,66,Male,Medium,Non-Member,Neutral,1,0,0.0,5.8,332.06,11.0,Economy,Mobile App,Family,Southwest
P6396,67,Female,Low,Non-Member,Satisfied,1,0,0.0,7.4,235.86,11.0,First,Desk,Emergency,United
P6397,59,Female,High,Non-Member,Neutral,1,0,0.0,5.6,433.09,20.0,First,Mobile App,Leisure,Delta
P6398,64,Female,High,Non-Member,Satisfied,1,0,0.0,7.5,197.95,0.0,Business,Desk,Business,United
P6399,46,Male,High,Silver,Neutral,1,0,0.0,5.8,545.01,5.0,Business,Online,Leisure,United
P64,24,Female,Low,Gold,Highly Satisfied,1,0,0.0,9.0,456.75,1.0,Premium Economy,Mobile App,Business,United
P640,24,Male,Medium,Silver,Satisfied,1,0,0.0,7.6,223.78,19.0,Economy,Mobile App,Leisure,Southwest
P6400,71,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,8.0,407.46,7.0,Premium Economy,Desk,Emergency,Southwest
P6401,62,Female,Low,Silver,Satisfied,1,0,0.0,7.6,413.34,11.0,First,Mobile App,Emergency,American Airlines
P6402,76,Female,Medium,Silver,Satisfied,1,0,0.0,7.0,349.38,8.0,Economy,Desk,Family,United
P6403,72,Male,Low,Platinum,Highly Satisfied,1,1,1.0,9.4,419.35,9.0,Economy,Online,Emergency,Delta
P6404,45,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.1,325.1,6.0,Economy,Airport Kiosk,Family,United
P6405,33,Female,Medium,Non-Member,Neutral,1,0,0.0,5.5,184.39,13.0,Economy,Online,Family,Delta
P6406,26,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.7,377.87,25.0,Economy,Airport Kiosk,Business,United
P6407,24,Male,Low,Gold,Satisfied,1,0,0.0,7.4,242.62,2.0,Premium Economy,Mobile App,Family,JetBlue
P6408,18,Male,Low,Non-Member,Neutral,1,0,0.0,5.2,228.44,5.0,Economy,Mobile App,Business,Southwest
P6409,68,Female,High,Silver,Satisfied,1,0,0.0,6.9,244.99,1.0,Economy,Mobile App,Family,JetBlue
P641,23,Female,Low,Non-Member,Neutral,1,0,0.0,5.2,420.25,14.0,Economy,Online,Family,JetBlue
P6410,77,Male,Low,Platinum,Neutral,1,0,0.0,6.3,304.94,1.0,Economy,Airport Kiosk,Leisure,Southwest
P6411,33,Female,Medium,Silver,Satisfied,1,0,0.0,6.8,268.75,1.0,Business,Online,Emergency,Delta
P6412,21,Male,Low,Silver,Highly Satisfied,1,0,0.0,8.7,633.79,6.0,Economy,Desk,Leisure,JetBlue
P6413,48,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.6,321.42,7.0,Economy,Mobile App,Emergency,United
P6414,67,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.0,444.19,12.0,Economy,Airport Kiosk,Family,JetBlue
P6415,23,Male,Low,Silver,Highly Satisfied,1,0,0.0,8.6,500.42,17.0,Economy,Airport Kiosk,Emergency,Southwest
P6416,73,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.4,329.99,18.0,Premium Economy,Airport Kiosk,Family,United
P6417,69,Female,Medium,Gold,Satisfied,1,0,0.0,7.6,439.78,2.0,Premium Economy,Airport Kiosk,Emergency,Delta
P6418,72,Male,Medium,Gold,Satisfied,1,0,0.0,7.9,262.08,1.0,First,Desk,Business,American Airlines
P6419,64,Male,Medium,Gold,Highly Satisfied,1,0,0.0,8.8,530.35,1.0,Economy,Online,Leisure,Southwest
P642,74,Male,Medium,Gold,Highly Satisfied,1,0,0.0,9.0,416.75,14.0,Premium Economy,Mobile App,Business,American Airlines
P6420,37,Male,Medium,Non-Member,Neutral,1,0,0.0,6.4,126.64,28.0,Economy,Mobile App,Family,JetBlue
P6421,18,Male,Medium,Silver,Neutral,1,0,0.0,5.5,462.1,10.0,Premium Economy,Desk,Business,JetBlue
P6422,34,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,9.1,441.3,17.0,Economy,Airport Kiosk,Family,Southwest
P6423,51,Female,Medium,Non-Member,Neutral,1,0,0.0,6.0,447.97,43.0,Economy,Mobile App,Leisure,United
P6424,39,Female,Medium,Silver,Neutral,1,0,0.0,5.4,186.57,9.0,Economy,Airport Kiosk,Family,American Airlines
P6425,41,Female,Medium,Silver,Satisfied,1,1,1.0,7.7,289.14,32.0,Economy,Airport Kiosk,Leisure,Southwest
P6426,77,Female,High,Platinum,Neutral,1,0,0.0,5.2,313.98,23.0,First,Online,Business,JetBlue
P6427,61,Female,High,Non-Member,Neutral,1,0,0.0,6.1,424.98,1.0,Business,Mobile App,Emergency,Delta
P6428,65,Female,Low,Silver,Satisfied,1,0,0.0,6.8,221.3,1.0,Premium Economy,Desk,Emergency,Delta
P6429,52,Female,Low,Non-Member,Satisfied,1,0,0.0,7.5,335.65,20.0,Premium Economy,Airport Kiosk,Emergency,Southwest
P643,68,Male,Medium,Non-Member,Satisfied,1,0,0.0,7.1,170.51,16.0,Premium Economy,Desk,Business,Delta
P6430,37,Female,Low,Non-Member,Highly Satisfied,1,0,0.0,8.0,250.03,9.0,Economy,Airport Kiosk,Emergency,American Airlines
P6431,47,Female,High,Non-Member,Highly Satisfied,1,0,0.0,8.6,449.68,7.0,Economy,Online,Leisure,Delta
P6432,45,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.6,425.97,31.0,Economy,Airport Kiosk,Leisure,United
P6433,36,Male,Low,Non-Member,Satisfied,1,0,0.0,7.0,287.09,8.0,Economy,Online,Family,Southwest
P6434,47,Male,Medium,Platinum,Neutral,1,0,0.0,5.7,234.99,8.0,First,Mobile App,Business,Southwest
P6435,39,Female,Low,Silver,Satisfied,1,0,0.0,6.5,318.26,28.0,Economy,Desk,Business,United
P6436,72,Male,Medium,Silver,Satisfied,1,0,0.0,7.3,513.43,4.0,Economy,Desk,Emergency,United
P6437,77,Male,Medium,Silver,Neutral,1,0,0.0,5.8,308.17,9.0,Economy,Airport Kiosk,Business,Southwest
P6438,61,Female,Medium,Non-Member,Satisfied,1,0,0.0,7.6,166.41,21.0,Business,Airport Kiosk,Business,JetBlue
P6439,26,Female,High,Non-Member,Dissatisfied,1,0,0.0,4.2,371.42,16.0,Economy,Mobile App,Leisure,Delta
P644,23,Female,High,Platinum,Dissatisfied,1,0,0.0,4.3,345.52,18.0,Premium Economy,Online,Business,Southwest
P6440,32,Female,Medium,Platinum,Satisfied,1,0,0.0,7.4,175.36,1.0,Premium Economy,Desk,Business,JetBlue
